course_id,course_name,credits,category,prereq,notes
MUED5040,Intro to Woodwind Pedagogy I,,GenEd_AH,,
MUED5050,Intro to Woodwind Pedagogy,,GenEd_AH,,
MUED5060,Intro to Percusion Pedagogy,,GenEd_AH,,
MUED5070,Intro to String Pedagogy,,GenEd_AH,,
MUED5080,Intro to String Pedagogy,,GenEd_AH,,
MUED5100,Foundations Of Music Ed,,GenEd_AH,,
MUED5150,Special Topics in Music Educ,,GenEd_AH,,
MUED5160,Intro to Voice Pedagogy,,GenEd_AH,,
MUED5170,Intro to Voice Pedagogy,,GenEd_AH,,
MUED5220,Curriculum Design in Music Ed,,GenEd_AH,,
MUED5420,Instrumental Rep & Rehearsal,,GenEd_AH,,
MUED5440,General Music Methods 1,,GenEd_AH,,
MUED5450,General Music Methods 2,,GenEd_AH,,
MUED5630,Choral Repert & Rehears Tech,,GenEd_AH,,
MUED5770,Instrum Music Workshop,,GenEd_AH,,
MUED5780,Music/Way of Knowing,,GenEd_AH,,
MUED5830,Intr Tech App/Music Classroom,,GenEd_AH,,
MUED5950,Practicum & Analysis,,GenEd_AH,,
MUED5960,Grad Dir St: Music Ed,,GenEd_AH,,
MUED6010,Seminar In Music Ed,,GenEd_AH,,
MUED6250,Community Internship,,GenEd_AH,,
MUED6500,Research in Music Education,,GenEd_AH,,
MUED6950,Dir Study & Research,,GenEd_AH,,
MUED6960,Project Report,,GenEd_AH,,
MUED7430,MS Thesis,,GenEd_AH,,
MUHI1010,European Art Music,,GenEd_AH,,
MUHI1020,Intro To Non Euro Musics,,GenEd_AH,,
MUHI1040,Musical Practices I,,GenEd_AH,,
MUHI1050,Musical Practices 2,,GenEd_AH,,
MUHI2161,Music of Western Civilization,,GenEd_AH,,
MUHI2610,Music History 1,,GenEd_AH,,
MUHI2620,Music History 2,,GenEd_AH,,
MUHI3010,American Music,,GenEd_AH,,
MUHI3110,American Musical Theatre,,GenEd_AH,,
MUHI3550,Jazz,,GenEd_AH,,
MUHI3660,The Symphony,,GenEd_AH,,
MUHI3860,History of Rock Music,,GenEd_AH,,
MUHI4001,Intro to Ethnomusicology,,GenEd_AH,,
MUHI4030,Contemporary Techniques,,GenEd_AH,,
MUHI4560,Film Music,,GenEd_AH,,
MUHI4640,Music Of Classic Era,,GenEd_AH,,
MUHI4950,Dir St: Music History,,GenEd_AH,,
MUHI5940,Grad Ds Musicology,,GenEd_AH,,
MUHI5950,Grad Ds In Musicology,,GenEd_AH,,
MUSR3010,Music,,GenEd_AH,,
MUSR3050,Survey: Music Technology,,GenEd_AH,,
MUSR3100,Intro To Recording,,GenEd_AH,,
MUSR3500,Video Production,,GenEd_AH,,
MUSR3600,Critical Listening,,GenEd_AH,,
MUSR3900,Acoustics & Psychoacoustics,,GenEd_AH,,
MUSR4010,Music of The Beatles,,GenEd_AH,,
MUSR4100,Recording Production,,GenEd_AH,,
MUSR4110,Audio Theory,,GenEd_AH,,
MUSR4200,Sound Synthesis 1,,GenEd_AH,,
MUSR4210,Sound Synthesis 2,,GenEd_AH,,
MUSR4300,Computer Applications in Music,,GenEd_AH,,
MUSR4400,Multitrack Production,,GenEd_AH,,
MUSR4410,Advanced Multitrack Prod,,GenEd_AH,,
MUSR4500,The Recording Industry,,GenEd_AH,,
MUSR4600,Audio For Visuals,,GenEd_AH,,
MUSR4700,Rec Studio Rep & Main,,GenEd_AH,,
MUSR4930,Internship in SRT,,GenEd_AH,,
MUSR4940,Senior Project In Srt,,GenEd_AH,,
MUSR4950,Directed Studies In Srt,,GenEd_AH,,
MUSR5200,Recording Analysis,,GenEd_AH,,
MUSR5210,Sound Synthesis 2,,GenEd_AH,,
MUSR5450,Advanced Mix Techniques,,GenEd_AH,,
MUSR5500,Advanced Video Production,,GenEd_AH,,
MUSR5830,Intr Music Tech Applic,,GenEd_AH,,
MUSR5900,Advanced Acoustics for Audio,,GenEd_AH,,
MUSR5950,Grad Directed Study in SRT,,GenEd_AH,,
MUSR6100,Digital Media,,GenEd_AH,,
MUSR6300,Technologies of Audio,,GenEd_AH,,
MUSR6400,Production Practicum,,GenEd_AH,,
MUSR6500,Research in SRT,,GenEd_AH,,
MUSR6600,Seminar in Audio,,GenEd_AH,,
MUSR6950,Directed Study & Research/SRT,,GenEd_AH,,
MUSR7400,Masters Recording Project,,GenEd_AH,,
MUSR7410,Masters Recording Project A,,GenEd_AH,,
MUSR7420,Masters Recording Project B,,GenEd_AH,,
MUSR7430,SRT Masters Thesis,,GenEd_AH,,
MUSR7440,SRT Masters Thesis A,,GenEd_AH,,
MUSR7450,Continued Grad Research SRT,,GenEd_AH,,
MUSR7460,SRT Masters Thesis B,,GenEd_AH,,
MUTH1000,Fundamentals of Musicianship,,GenEd_AH,,
MUTH1010,Music Theory 1,,GenEd_AH,,
MUTH1020,Music Theory 2,,GenEd_AH,,
MUTH1030,Aural Skills 1,,GenEd_AH,,
MUTH1040,Aural Skills 2,,GenEd_AH,,
MUTH1050,Freshman Chorus,,GenEd_AH,,
MUTH1060,Freshman Chorus,,GenEd_AH,,
MUTH1080,Musicianship & Analysis 1,,GenEd_AH,,
