course_id,course_name,credits,category,prereq,notes
PSYC7430,Master's Thesis Comm Soc Psych,,GenEd_SS,,
PSYC7440,Master's Thes. in Aut. Studies,,GenEd_SS,,
PSYC7460,Master's Thesis Comm Soc Psych,,GenEd_SS,,
PSYC7630,Dissertation,,GenEd_SS,,
PUBH1021,Introduction to Public Health,,GenEd_SS,,
PUBH2110,Sustainable Development,,GenEd_SS,,
SOCI1010,Intro to Sociology,,GenEd_SS,,
SOCI1020,Social Anthropology,,GenEd_SS,,
SOCI1110,A Novel Approach to Sociology,,GenEd_SS,,
SOCI1120,Sociology Goes to the Movies,,GenEd_SS,,
SOCI1150,Social Problems,,GenEd_SS,,
SOCI2010,Foundations of Social Analysis,,GenEd_SS,,
SOCI2050,Public Sociology,,GenEd_SS,,
SOCI2100,Sociology of Food,,GenEd_SS,,
SOCI2110,Sociology of American Educ,,GenEd_SS,,
SOCI2120,Cultures of the World,,GenEd_SS,,
SOCI2130,Sociology of Immigration,,GenEd_SS,,
SOCI2140,Sociology of Sports,,GenEd_SS,,
SOCI2150,Peacemaking Alternatives,,GenEd_SS,,
SOCI2160,Sociology of War & Peace,,GenEd_SS,,
SOCI2170,Social Movements,,GenEd_SS,,
SOCI2200,Self-Assessment/Career Develop,,GenEd_SS,,
SOCI2250,Sociology of Disability,,GenEd_SS,,
SOCI2310,Sociology of the Family,,GenEd_SS,,
SOCI2340,Race and Ethnicity,,GenEd_SS,,
SOCI2360,Soc Approach to Environment,,GenEd_SS,,
SOCI2400,Sociology of Gender,,GenEd_SS,,
SOCI2450,Intro. to Labor Studies,,GenEd_SS,,
SOCI2550,Sociology of Deviance,,GenEd_SS,,
SOCI2560,Political Sociology,,GenEd_SS,,
SOCI2700,Self and Society,,GenEd_SS,,
SOCI2760,Sociology of the Gun,,GenEd_SS,,
SOCI2800,Drugs and Society,,GenEd_SS,,
SOCI3010,Sociology of Human Rights,,GenEd_SS,,
SOCI3020,Sem.Homelessness: Low.Mumbai,,GenEd_SS,,
SOCI3040,"Science, Technology & Society",,GenEd_SS,,
SOCI3050,Sociology of Family Law,,GenEd_SS,,
SOCI3100,Ethnicity in Mass,,GenEd_SS,,
SOCI3110,Soc Persp on Commun & Soc Chng,,GenEd_SS,,
SOCI3160,Youth and Society,,GenEd_SS,,
SOCI3170,Sociology of Genocide,,GenEd_SS,,
SOCI3200,Community Service,,GenEd_SS,,
SOCI3210,Social Theory I,,GenEd_SS,,
SOCI3220,Social Theory II,,GenEd_SS,,
SOCI3250,Global Conflicts,,GenEd_SS,,
SOCI3300,"Fast Food,Hot Planet:",,GenEd_SS,,
SOCI3350,Soc. Intimacies & Sexualities,,GenEd_SS,,
SOCI3410,"Wealth, Status and Power",,GenEd_SS,,
SOCI3450,Urban Sociology,,GenEd_SS,,
SOCI3510,Soc. of Health and Healthcare,,GenEd_SS,,
SOCI3520,Latinos/as in the U.S.,,GenEd_SS,,
SOCI3550,Black Exper in Amer Life,,GenEd_SS,,
SOCI3570,Sociology of Religion,,GenEd_SS,,
SOCI3600,Sociology of Non-Violence,,GenEd_SS,,
SOCI3610,Sociology of Law,,GenEd_SS,,
SOCI3620,Social Welfare Policy,,GenEd_SS,,
SOCI3710,Sociology of Work,,GenEd_SS,,
SOCI3800,Sociology of Mass Media,,GenEd_SS,,
SOCI4020,Research I Quan. Methods,,GenEd_SS,,
SOCI4030,Research II Qual. Methods,,GenEd_SS,,
SOCI4040,Learning from the Field,,GenEd_SS,,
SOCI4050,Feminist Methodologies,,GenEd_SS,,
SOCI4150,Social Policy and Inequalities,,GenEd_SS,,
SOCI4210,Seminar: Family,,GenEd_SS,,
SOCI4690,Sem: Global Society,,GenEd_SS,,
SOCI4720,Sem: Ethnic Communities,,GenEd_SS,,
SOCI4750,Sem: Conflict Resolution,,GenEd_SS,,
SOCI4840,Internship I,,GenEd_SS,,
SOCI4910,Directed Studies in Sociology,,GenEd_SS,,
SOCI4920,Directed Studies: Sociology,,GenEd_SS,,
SOCI4950,Thesis in Sociology,,GenEd_SS,,
SOCI4960,Practicum Experience,,GenEd_SS,,
SOCI5020,Managing Human Ser. Org.,,GenEd_SS,,
SOCI5100,Asylum and Refugee Policy,,GenEd_SS,,
SOCI5150,Social Policy and Inequalities,,GenEd_SS,,
UTCH2010,Knowing & Learn. in Math & Sci,,GenEd_SS,,
WLKH3490,"Lit, Pol & Genocide/Cambodia",,GenEd_SS,,
