slot_type,course_id,course_name,credits,pool_id,pool_label,pool_requirement,prereq,coreq,min_grade,notes
pool,,Any PSYC course,3,pool_1,Psychology Electives,18 credits,,,,At least 6 credits must be at the 3000-level or above; 18-24 total credits
pool,,Any PSYC course,3,pool_1,Psychology Electives,18 credits,,,,
pool,,Any PSYC course,3,pool_1,Psychology Electives,18 credits,,,,
pool,,Any PSYC course,3,pool_1,Psychology Electives,18 credits,,,,
pool,,Any PSYC course,3,pool_1,Psychology Electives,18 credits,,,,
pool,,Any PSYC course,3,pool_1,Psychology Electives,18 credits,,,,
