slot_type,course_id,course_name,credits,pool_id,pool_label,pool_requirement,prereq,coreq,min_grade,notes
pool,,History Course,3,pool_1,History Coursework,18 credits,,,,,18-24 credits total; at least 6 credits at 3000-level or above; coursework selected with faculty adviser
pool,,History Course,3,pool_1,History Coursework,18 credits,,,,,18-24 credits total; at least 6 credits at 3000-level or above; coursework selected with faculty adviser
pool,,History Course,3,pool_1,History Coursework,18 credits,,,,,18-24 credits total; at least 6 credits at 3000-level or above; coursework selected with faculty adviser
pool,,History Course,3,pool_1,History Coursework,18 credits,,,,,18-24 credits total; at least 6 credits at 3000-level or above; coursework selected with faculty adviser
pool,,History Course,3,pool_1,History Coursework,18 credits,,,,,18-24 credits total; at least 6 credits at 3000-level or above; coursework selected with faculty adviser
pool,,History Course,3,pool_1,History Coursework,18 credits,,,,,18-24 credits total; at least 6 credits at 3000-level or above; coursework selected with faculty adviser
