slot_type,course_id,course_name,credits,pool_id,pool_label,pool_requirement,prereq,coreq,min_grade,notes
pool,,Any eligible MATH course (see notes),3,pool_1,Mathematics Core,21 credits,,,2.0,21 credits total; at least 6 credits must be UML courses at 3000-level or above. Excluded: MATH.1280 and below; MATH.1510; MATH.2270; MATH.2720; MATH.2830; MATH.3600; MATH.3630; MATH.3810; MATH.4190; MATH.5760
