slot_type,course_id,course_name,credits,pool_id,pool_label,pool_requirement,prereq,coreq,min_grade,notes
pool,,Asian Studies elective (any discipline),3,pool_electives,Choose 6 to 8 courses (18 to 24 credits) spanning two or more disciplines,18 credits,,,,At least 6 credits must be at 3000-level or above; Asian language study encouraged; see Asian Studies course listing
