slot_type,course_id,course_name,credits,pool_id,pool_label,pool_requirement,prereq,coreq,min_grade,notes
pool,,Gender Studies approved course,3,pool_1,Gender Studies Electives,18 credits,,,,,18 credits total; at least 6 credits must be 3000-level or above; full course list at course-listing-gender-studies.aspx; coordinator: Christa Hodapp (Philosophy Dept)
