slot_type,course_id,course_name,credits,pool_id,pool_label,pool_requirement,prereq,coreq,min_grade,notes
required,SOCI.1010,Introduction to Sociology,3,,,,,,,
pool,,Sociology Elective (SOCI.xxxx),3,pool_1,Sociology Electives,15 credits,,,,5 electives required; at least 2 must be at the 3000/4000 level
pool,,Sociology Elective (SOCI.xxxx),3,pool_1,Sociology Electives,15 credits,,,,
pool,,Sociology Elective (SOCI.xxxx),3,pool_1,Sociology Electives,15 credits,,,,
pool,,Sociology Elective (SOCI.xxxx),3,pool_1,Sociology Electives,15 credits,,,,
pool,,Sociology Elective (SOCI.xxxx),3,pool_1,Sociology Electives,15 credits,,,,
