slot_type,course_id,course_name,credits,pool_id,pool_label,pool_requirement,prereq,coreq,min_grade,notes
pool,,ENGL elective (any level),3,pool_1,English Minor Electives,18 credits,,,,,18-24 credits total; at least 6 credits must be 3000-level or above; ENGL.1010 and ENGL.1020 do not count; choose coursework reflecting interests in literature or writing; see department course listing for approved options
