slot_type,course_id,course_name,credits,pool_id,pool_label,pool_requirement,prereq,coreq,min_grade,notes
pool,,Medieval and Renaissance Studies approved course,3,pool_1,Medieval and Renaissance Studies Electives,6 courses,,,,"18-24 credits (6-8 courses); at least 2 courses at 3000-level or above; courses must come from at least 2 departments (History, English, Philosophy, Music, Art History, World Languages); no more than 2 ancient culture courses; no more than 3 courses may overlap with major. See course listing at /catalog/undergraduate/fahss/programs/interdisciplinary-programs/course-listing-medieval-renaissance.aspx"
